Nome e Cognome | Cognome, Nome (originale) | Wiki Page_id | Epoca | Nazionalità
Reginald Hill | Hill, Reginald | 1301804 | 1900 | britannico | 1936 | 2012 | M | M
James Hilton | Hilton, James | 749953 | 1900 | britannico | 1900 | 1954 | M | M
Pekka Himanen | Himanen, Pekka | 2371025 | 1900 | finlandese | 1973 |  | M | M
Chester Himes | Himes, Chester | 3926166 | 1900 | statunitense | 1909 | 1984 | M | M
Alfred Hitchcock | Hitchcock, Alfred | 426 | 1900 | britannico | 1899 | 1980 | M | M
Hitchcock | Hitchcock | 2073572 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
christopher Hitchens | Hitchens, christopher | 829386 | 1900 | britannico | 1949 | 2011 | M | M
adolf Hitler | Hitler, adolf | 2970565 | 1900 | austriaco | 1889 | 1945 | M | M
William Hjortsberg | Hjortsberg, William | 4144274 | 1900 | statunitense | 1941 | 2017 | M | M
Thomas Hobbes | Hobbes, Thomas | 837488 | 1600 | britannico | 1588 | 1679 | M | M
Robin Hobb | Hobb, Robin | 961159 | XX | statunitense | 1952 |  | F | F
Eric Hobsbawm | Hobsbawm, Eric | 1166482 | 1900 | britannico | 1917 | 2012 | M | M
Martin Hocke | Hocke, Martin | 1666001 | 1900 | inglese | 1938 | 2005 | M | M
Michael Hoeye | Hoeye, Michael | 1632664 | XX | statunitense | 1947 |  | M | M
Josef Hofbauer | Hofbauer, Josef | 4828325 | -1 | austriaco | 1901 | ? | M | M
Mary Hoffman | Hoffman, Mary | 2173039 | 2000 | inglese | 1945 |  | F | F
Paul Hoffman | Hoffman, Paul | 3735965 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Albert Hofmann | Hofmann, Albert | 299056 | -1 | svizzero | 1906 | 2008 | M | M
corinne Hofmann | Hofmann, corinne | 4376621 | 1900 | tedesca | 1960 |  | F | F
James Hogan | Hogan, James | 1189715 | 2000 | statunitense | 1974 |  | M | M
Christopher Hogwood | Hogwood, Christopher | 1541854 | 1900 | britannico | 1941 | 2014 | M | M
diane Hoh | Hoh, diane | 1727496 | 1900 | statunitense |  |  | F | F
Wolfgang Hohlbein | Hohlbein, Wolfgang | 2151815 | 1900 | tedesco | 1953 |  | M | M
ludvig Holberg | Holberg, ludvig | 3054672 | 1600 | norvegese  | 1684 | 1754 | M | M
Robert Holdstock | Holdstock, Robert | 2951054 | 1900 | inglese | 1948 | 2009 | M | M
Billie Holiday | Holiday, Billie | 28801 | -1 | statunitense | 1915 | 1959 | F | F
James Holland | Holland, James | 2730920 | -1 | australiano | 1989 |  | M | M
John Holloway | Holloway, John | 5068276 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Anne Holt | Holt, Anne | 1878279 | 1900 | norvegese | 1958 |  | F | F
Felix Holt | Holt, Felix | 3721600 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Jonathan Holt | Holt, Jonathan | 4839747 | 2000 | inglese |  |  | M | M
Samuel Holt | Holt, Samuel | 5704591 | -1 | statunitense | 1993 |  | M | M
Mae-Wan Ho | Ho, Mae-Wan | 6213812 | -1 | cinese | 1941 | 2016 | F | F
Liu Hong | Hong, Liu | 5560196 | -1 | cinese | 1987 |  | F | F
Helen Hoover | Hoover, Helen | 3156049 | 1900 | statunitense | 1910 | 1984 | F | F
Peter Hopkirk | Hopkirk, Peter | 1736896 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Paul Horgan | Horgan, Paul | 3728994 | 1900 | statunitense | 1903 | 1995 | M | M
Max Horkheimer | Horkheimer, Max | 566172 | 1900 | tedesco | 1895 | 1973 | M | M
Marya Hornbacher | Hornbacher, Marya | 1887918 | 2000 | statunitense | 1974 |  | F | F
Nick Hornby | Hornby, Nick | 115900 | 2000 | britannico | 1957 |  | M | M
Alistair Horne | Horne, Alistair | 2929623 | -1 | britannico | 1925 | 2017 | M | M
Anthony Horowitz | Horowitz, Anthony | 1949165 | 2000 | inglese | 1956 |  | M | M
Eberhard Horst | Horst, Eberhard | 3563596 | 1900 | tedesco | 1924 | 2012 | M | M
Khaled Hosseini | Hosseini, Khaled | 498156 | 1900 | afghano | 1965 |  | M | M
Michel Houellebecq | Houellebecq, Michel | 182724 | 2000 | francese | 1956 |  | M | M
Isabel Hoving | Hoving, Isabel | 4191095 | 1900 | olandese | 1955 |  | F | F
Hartley Howard | Howard, Hartley | 5857927 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Robert Howard | Howard, Robert | 4534530 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Fred Hoyle | Hoyle, Fred | 14994 | -1 | britannico | 1915 | 2001 | M | M
Bohumil Hrabal | Hrabal, Bohumil | 525395 | 1900 | ceco | 1914 | 1997 | M | M
Gu Hua | Hua, Gu | 5008292 | -1 | cinese<!-- Idem --> | 1942 |  | M | M
Yu Hua | Hua, Yu | 55847 | 1900 | cinese | 1960 |  | M | M
Hubbard | Hubbard | 2635289 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Leo Huberman | Huberman, Leo | 1577694 | 1900 | statunitense | 1903 | 1968 | M | M
Carol Hughes | Hughes, Carol | 6173508 | -1 | statunitense | 1910 | 1995 | F | F
Richard Hughes | Hughes, Richard | 4624466 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
robert Hughes | Hughes, robert | 1508998 | 1900 | australiano | 1938 | 2012 | M | M
ted Hughes | Hughes, ted | 318634 | 1900 | inglese | 1930 | 1998 | M | M
Victor Hugo | Hugo, Victor | 14134 | 1800 | francese | 1802 | 1885 | M | M
Wang Hui | Hui, Wang | 2473508 | -1 | cinese | 1978 |  | M | M
Johan Huizinga | Huizinga, Johan | 2022278 | 1900 | olandese | 1872 | 1945 | M | M
David Hume | Hume, David | 91320 | 1700 | scozzese | 1711 | 1776 | M | M
Fergus Hume | Hume, Fergus | 1744948 | 1800 | britannico | 1859 | 1932 | M | M
David Hunt | Hunt, David | 3988871 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
evan Hunter | Hunter, evan | 1239063 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Evan Hunter | Hunter, Evan | 1239063 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Stephen Hunter | Hunter, Stephen | 1926205 | 1900 | statunitense | 1946 |  | M | M
Samuel Huntington | Huntington, Samuel | 453932 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Hannah Hurnard | Hurnard, Hannah | 2740255 | 1900 | britannica | 1905 | 1990 | F | F
Edmund Husserl | Husserl, Edmund | 16284 | 1800 | austriaco | 1859 | 1938 | M | M
Nancy Huston | Huston, Nancy | 2554506 | 1900 | canadese | 1953 |  | F | F
Paolo Hutter | Hutter, Paolo | 4081308 | 1900 | italiano | 1952 |  | M | M
Jim Hutton | Hutton, Jim | 2101941 | -1 | statunitense | 1934 | 1979 | M | M
Aldous Huxley | Huxley, Aldous | 55712 | 1900 | britannico | 1894 | 1963 | M | M
Joris-Karl Huysmans | Huysmans, Joris-Karl | 5502364 | 1800 | francese | 1848 | 1907 | M | M
Jacopo Iacoboni | Iacoboni, Jacopo | 608714 | 2000 | italiano | 1972 |  | M | M
Carmen Iarrera | Iarrera, Carmen | 1278990 | 1900 | italiana | 1950 |  | F | F
Eva Ibbotson | Ibbotson, Eva | 4440128 | 1900 | britannica | 1925 | 2010 | F | F
Anilda Ibrahimi | Ibrahimi, Anilda | 2371060 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
moshe Idel | Idel, moshe | 2921826 | 1900 | rumeno | 1947 |  | M | M
Piero Ignazi | Ignazi, Piero | 2658794 | 1900 | italiano | 1951 |  | M | M
Daisaku Ikeda | Ikeda, Daisaku | 335360 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Francis Iles | Iles, Francis | 2423233 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Ivan Illich | Illich, Ivan | 110661 | -1 | austriaco | 1926 | 2002 | M | M
Riccardo Illy | Illy, Riccardo | 91482 | 1900 | italiano | 1955 |  | M | M
vittorio Imbriani | Imbriani, vittorio | 70495 | 1800 | italiano | 1840 | 1886 | M | M
Vittorio Imbriani | Imbriani, Vittorio | 70495 | 1800 | italiano | 1840 | 1886 | M | M
ciro Imparato | Imparato, ciro | 5056783 | 1900 | italiano | 1962 | 2015 | M | M
Ferdinando Imposimato | Imposimato, Ferdinando | 286544 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
arnaldur Indridason | Indridason, arnaldur | 4689893 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Pietro Ingrao | Ingrao, Pietro | 87103 | 1900 | italiano | 1915 | 2015 | M | M
Lucia Ingrosso | Ingrosso, Lucia | 2844421 | 2000 | italiana | 1968 |  | F | F
Yasushi Inoue | Inoue, Yasushi | 55901 | -1 | giapponese | 1907 | 1991 | M | M
Ugo Intini | Intini, Ugo | 240701 | 1900 | italiano | 1941 |  | M | M
Carolina Invernizio | Invernizio, Carolina | 9518 | 1800 | italiana | 1851 | 1916 | F | F
Giovanni Invernizzi | Invernizzi, Giovanni | 1282869 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Eugene Ionesco | Ionesco, Eugene | 195633 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Ippocrate | Ippocrate | 15642 | -1 | greco antico | [[460 a.C.]] circa | [[377 a.C.]] ''[[terminus post quem]]'' | M | M
Ippolita | Ippolita | 703950 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Luce Irigaray | Irigaray, Luce | 485605 | 1900 | belga | 1930 |  | F | F
William Irish | Irish, William | 72080 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Clifford Irving | Irving, Clifford | 2473747 | 1900 | statunitense | 1930 | 2017 | M | M
John Irving | Irving, John | 749100 | 1900 | statunitense | 1942 |  | M | M
washington Irving | Irving, washington | 221696 | 1800 | statunitense | 1783 | 1859 | M | M
Ulla Isaksson | Isaksson, Ulla | 1807777 | -1 | svedese | 1916 | 2000 | F | F
Christopher Isherwood | Isherwood, Christopher | 352063 | 1900 | inglese | 1904 | 1986 | M | M
Kazuo Ishiguro | Ishiguro, Kazuo | 470299 | 1900 | britannico | 1954 |  | M | M
Mario Isnenghi | Isnenghi, Mario | 1509262 | 1900 | italiano | 1938 |  | M | M
Giorgio Israel | Israel, Giorgio | 5046276 | -1 | italiano | 1945 | 2015<ref>{{cita web|url=http://www.tempi.it/e-morto-giorgio-israel-grande-amico-di-tempi-il-suo-intervento-a-fratello-embrione-sorella-verita|titolo=È morto Giorgio Israel, grande amico di Tempi. Il suo intervento a “Fratello embrione, sorella verità”}}</ref> | M | M
Arturo Issel | Issel, Arturo | 1962292 | 1800 | italiano | 1842 | 1922 | M | M
Isvarakrsna | Isvarakrsna | 3866478 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Jean Itard | Itard, Jean | 895780 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Claude Izner | Izner, Claude | 3068354 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
alberto Izzo | Izzo, alberto | 1508805 | 1900 | italiano | 1932 |  | M | M
Jean-Claude Izzo | Izzo, Jean-Claude | 52383 | 1900 | francese | 1945 | 2000 | M | M
Edmond Jabes | Jabes, Edmond | 528097 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
George Jackson | Jackson, George | 233839 | -1 | statunitense | 1941 | 1971 | M | M
Robert Jackson | Jackson, Robert | 2836327 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Shirley Jackson | Jackson, Shirley | 1582851 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Louise Jacobson | Jacobson, Louise | 2998077 | -1 |  | 1924 | 1943 | F | F
Christian Jacq | Jacq, Christian | 523694 | 1900 | francese | 1947 |  | M | M
Fleur Jaeggy | Jaeggy, Fleur | 1450950 | 1900 | svizzera | 1940 |  | F | F
Hosea Jaffe | Jaffe, Hosea | 5252692 | 1900 | sudafricano | 1921 | 2014 | M | M
John Jakes | Jakes, John | 923436 | XX | statunitense | 1932 |  | M | M
Emmanuel Jal | Jal, Emmanuel | 1929845 | 2000 | sudanese | 1980 |  | M | M
Bill James | James, Bill | 2628233 | 1900 | gallese | 1929 |  | M | M
Jesse James | James, Jesse | 469263 | 1800 | statunitense | 1847 | 1882 | M | M
Jessie James | James, Jessie | 5270697 | -1 | statunitense | 1988 |  | F | F
Peter James | James, Peter | 3628324 | -1 | britannico |  |  | M | M
Helena Janeczek | Janeczek, Helena | 4809222 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Tove Jansson | Jansson, Tove | 441628 | -1 | finlandese | 1914 | 2001 | F | F
Hubert Jaoui | Jaoui, Hubert | 4168587 | 2000 | francese |  |  | M | non trovato
Marina Jarre | Jarre, Marina | 1855677 | 1900 | italiana | 1925 | 2016 | F | F
Alfred Jarry | Jarry, Alfred | 9682 | 1800 | francese | 1873 | 1907 | M | M
Karl Jaspers | Jaspers, Karl | 17613 | 1900 | tedesco | 1883 | 1969 | M | M
Jayadeva | Jayadeva | 1823079 | 1100 | indiano | XII secolo | XII secolo | M | M
Julian Jaynes | Jaynes, Julian | 392795 | 1900 | statunitense | 1920 | 1997 | M | M
Rula Jebreal | Jebreal, Rula | 310756 | 1900 | israeliana | 1973 |  | F | F
Thomas Jefferson | Jefferson, Thomas | 96220 | 1700 | statunitense | 1743 | 1826 | M | M
Andrea Jelardi | Jelardi, Andrea | 5813692 | 1900 | italiano | 1974 | -1 | M | M
Enzo Jemma | Jemma, Enzo | 4571439 | 1900 | italiano |  | ? | M | M
Gary Jennings | Jennings, Gary | 833039 | 1900 | statunitense | 1928 | 1999 | M | M
giovanni Jervis | Jervis, giovanni | 2776608 | 1900 | italiano | 1933 | 2009 | M | M
Furio Jesi | Jesi, Furio | 783879 | 1900 | italiano | 1941 | 1980 | M | M
Ma Jian | Jian, Ma | 2804075 | -1 | cinese | 1969 |  | M | M
wei Jingsheng | Jingsheng, wei | 1185721 | -1 | cinese | 1950 |  | M | M
Alejandro Jodorowsky | Jodorowsky, Alejandro | 26002 | 1900 | cileno | 1929 |  | M | M
Joseph Joffo | Joffo, Joseph | 1605540 | 1900 | francese | 1931 |  | M | M
Adam Johnson | Johnson, Adam | 5452750 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Denis Johnson | Johnson, Denis | 2717490 | 1900 | statunitense | 1949 | 2017 | M | M
Roan Johnson | Johnson, Roan | 3043571 | 2000 | italiano | 1975 |  | M | M
uwe Johnson | Johnson, uwe | 4079789 | 1900 | tedesco | 1934 | 1984 | M | M
jennifer Johnston | Johnston, jennifer | 2934306 | 1900 | irlandese | 1930 |  | F | F
Mor Jokai | Jokai, Mor | 3703740 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Hans Jonas | Jonas, Hans | 16512 | 1900 | tedesco | 1903 | 1993 | M | M
Jonas Jonasson | Jonasson, Jonas | 4193481 | 1900 | svedese | 1961 |  | M | M
James Jones | Jones, James | 2834143 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Lloyd Jones | Jones, Lloyd | 6246105 | 2000 | neozelandese | 1955 |  | M | M
Stephen Jones | Jones, Stephen | 1362885 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Erica Jong | Jong, Erica | 1251497 | 1900 | statunitense | 1942 |  | F | F
Robert Jordan | Jordan, Robert | 280129 | 1900 | statunitense | 1948 | 2007 | M | M
Lidia Jorge | Jorge, Lidia | 7001324 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
giuseppe Josca | Josca, giuseppe | 2071761 | 1900 | italiano | 1928 | 2014 | M | M
Francesco Jovine | Jovine, Francesco | 592999 | 1900 | italiano | 1902 | 1950 | M | M
Malalai Joya | Joya, Malalai | 2384331 | -1 | afghana | 1978 |  | F | F
Brenda Joyce | Joyce, Brenda | 2481601 | 1900 | statunitense | 1917 | 2009 | F | F
James Joyce | Joyce, James | 719512 | 1900 | irlandese | 1882 | 1941 | M | M
Joyce | Joyce | 553646 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Carl Jung | Jung, Carl | 2973974 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Robert Jungk | Jungk, Robert | 5030542 | 1900 | austriaco | 1913 | 1994 | M | M
Stefano Jurgens | Jurgens, Stefano | 582719 | 1900 | italiano | 1953 |  | M | M
Franco Juri | Juri, Franco | 6784959 | -1 | Non pervenuta | -1 |  | non trovato | non trovato
Erminio Juvalta | Juvalta, Erminio | 3036524 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Kabir | Kabir | 5796818 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Margit Kaffka | Kaffka, Margit | 2077783 | 1900 | ungherese | 1880 | 1918 | F | F
Franz Kafka | Kafka, Franz | 24205 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Robert Kagan | Kagan, Robert | 4942752 | -1 | statunitense | 1958 |  | M | M
David Kahn | Kahn, David | 1355737 | XX | statunitense | 1930 |  | M | M
Mons Kallentoft | Kallentoft, Mons | 4674631 | 1900 | svedese | 1968 |  | M | M
Jeanne Kalogridis | Kalogridis, Jeanne | 2068160 | 1900 | statunitense | 1954 |  | F | F
Kamala | Kamala | 2440611 | -1 | statunitense | 1950 |  | M | M
Stuart Kaminsky | Kaminsky, Stuart | 1300453 | 1900 | statunitense | 1934 | 2009 | M | M
Ghassan Kanafani | Kanafani, Ghassan | 129352 | 1900 | palestinese | 1936 | 1972 | M | M
Carol Kane | Kane, Carol | 2464644 | XX | statunitense | 1952 |  | F | F
Hitomi Kanehara | Kanehara, Hitomi | 6298644 | -1 | giapponese | 1983 |  | F | F
Yoram Kaniuk | Kaniuk, Yoram | 3192251 | -1 | israeliano | 1930 | 2013 | M | M
joseph Kanon | Kanon, joseph | 2287222 | 1900 | statunitense | 1946 |  | M | M
Immanuel Kant | Kant, Immanuel | 1488881 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
aryeh Kaplan | Kaplan, aryeh | 4426960 | 1900 | statunitense | 1934 | 1983 | M | M
colin Kapp | Kapp, colin | 5222492 | 1900 | britannico | 1928 | 2007 | M | M
Ryszard Kapuscinski | Kapuscinski, Ryszard | 789916 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Allan Kardec | Kardec, Allan | 311792 | 1800 | francese | 1804 | 1869 | M | M
Alphonse Karr | Karr, Alphonse | 715011 | 1800 | francese | 1808 | 1890 | M | M
Garry Kasparov | Kasparov, Garry | 732877 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Erich Kastner | Kastner, Erich | 846147 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
John Katzenbach | Katzenbach, John | 727179 | 1900 | statunitense | 1950 |  | M | M
Robert Katz | Katz, Robert | 2252064 | 1900 | statunitense | 1933 | 2010 | M | M
Yasunari Kawabata | Kawabata, Yasunari | 15974 | -1 | giapponese | 1899 | 1972 | M | M
guy Kay | Kay, guy | 4182763 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Susanna Kaysen | Kaysen, Susanna | 1227976 | 1900 | statunitense | 1948 |  | F | F
Elia Kazan | Kazan, Elia | 1767 | 1900 | statunitense | 1909 | 2003 | M | M
Nikos Kazantzakis | Kazantzakis, Nikos | 278963 | -1 | greco | 1883 | 1957 | M | M
John Keegan | Keegan, John | 1432559 | 1900 | inglese | 1934 | 2012 | M | M
Carolyn Keene | Keene, Carolyn | 1516441 | 1900 | statunitense | 1905 | 2002 | F | F
Day Keene | Keene, Day | 3421519 | 1900 | statunitense | 1904 | 1969 | M | M
Tom Keene | Keene, Tom | 2951928 | XX | statunitense | 1896 | 1963 | M | M
gottfried Keller | Keller, gottfried | 879211 | 1800 | svizzero | 1819 | 1890 | M | M
jonathan Kellerman | Kellerman, jonathan | 2295143 | XX | statunitense | 1949 |  | M | M
Marjorie Kellogg | Kellogg, Marjorie | 6407568 | 1900 | statunitense | 1922 | 2005 | F | F
George Kelly | Kelly, George | 243884 | 1900 | statunitense | 1905 | 1967 | M | M
John Kelly | Kelly, John | 5401439 | 1900 | irlandese | 1974 |  | M | M
Kevin Kelly | Kelly, Kevin | 541835 | XX | statunitense | 1952 |  | M | M
Yashar Kemal | Kemal, Yashar | 2251569 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
yehoshua Kenaz | Kenaz, yehoshua | 3419437 | -1 | israeliano | 1937 |  | M | M
Baynard Kendrick | Kendrick, Baynard | 1979998 | 1900 | statunitense | 1894 | 1977 | M | M
Thomas Keneally | Keneally, Thomas | 3952768 | 1900 | australiano | 1935 |  | M | M
Douglas Kennedy | Kennedy, Douglas | 4716808 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
paul Kennedy | Kennedy, paul | 2115555 | 1900 | inglese | 1945 |  | M | M
William Kennedy | Kennedy, William | 4460151 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Jomo Kenyatta | Kenyatta, Jomo | 308963 | 1900 | keniota | 1889 | 1978 | M | M
Gilles Kepel | Kepel, Gilles | 1202582 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Lars Kepler | Kepler, Lars | 4487594 | 2000 | svedese | 1967 |  | M | M
Andrea Kerbaker | Kerbaker, Andrea | 3661757 | 2000 | italiano | 1960 |  | M | M
Jack Kerouac | Kerouac, Jack | 82167 | 1900 | statunitense | 1922 | 1969 | M | M
Judith Kerr | Kerr, Judith | 1223505 | 1900 | tedesca | 1923 |  | F | F
Katharine Kerr | Kerr, Katharine | 1444395 | 1900 | statunitense | 1944 |  | F | F
philip Kerr | Kerr, philip | 2548831 | 1900 | scozzese | 1956 | 2018 | M | M
Alessandra Kersevan | Kersevan, Alessandra | 4097702 | 1900 | italiana | 1950 |  | F | F
Imre Kertesz | Kertesz, Imre | 2449553 | -1 | Non pervenuta | -1 | -1 | non trovato | non trovato
Ken Kesey | Kesey, Ken | 525171 | 1900 | statunitense | 1935 | 2001 | M | M
Joseph Kessel | Kessel, Joseph | 4188868 | 1900 | francese | 1898 | 1979 | M | M
Joseph Kesselring | Kesselring, Joseph | 1504696 | 1900 | statunitense | 1902 | 1967 | M | M
Hermann Kesten | Kesten, Hermann | 4338298 | 1900 | tedesco | 1900 | 1996 | M | M
Jack Ketchum | Ketchum, Jack | 3230109 | 1900 | statunitense | 1946 | 2018 | M | M
Alexander Key | Key, Alexander | 655364 | 1900 | statunitense | 1904 | 1979 | M | M
Daniel Keyes | Keyes, Daniel | 672467 | -1 | statunitense | 1927 | 2014 | M | M
